season,week,matchup,spread_line_home,score,tier,pick,outcome,final
2024,10,BUF @ IND,-4.5,3,LEAN,home,LOST,30-20
2024,10,MIN @ JAX,-7.0,3,LEAN,home,WON,12-7
2024,10,DEN @ KC,7.5,7,LEAN,away,WON,14-16
2024,10,ATL @ NO,-3.5,3,LEAN,home,WON,17-20
2024,10,SF @ TB,-6.5,3,LEAN,home,WON,23-20
2024,10,TEN @ LAC,8.0,7,LEAN,away,LOST,17-27
2024,10,NYJ @ ARI,-2.0,3.47,LEAN,home,WON,6-31
2024,10,PHI @ DAL,-7.5,3,LEAN,home,LOST,34-6
2024,10,DET @ HOU,-4.5,3,LEAN,home,WON,26-23
2024,11,WAS @ PHI,4.5,6.84,LEAN,away,LOST,18-26
2024,11,GB @ CHI,-6.0,3,LEAN,home,WON,20-19
2024,11,JAX @ DET,14.0,7,LEAN,away,LOST,6-52
2024,11,LV @ MIA,8.0,7,LEAN,away,LOST,19-34
2024,11,LA @ NE,-4.0,3,LEAN,home,LOST,28-22
2024,11,CLE @ NO,-1.0,3,LEAN,home,WON,14-35
2024,11,BAL @ PIT,-3.0,3,LEAN,home,WON,16-18
2024,11,MIN @ TEN,-6.0,3,LEAN,home,LOST,23-13
2024,11,SEA @ SF,6.0,6.53,LEAN,away,WON,20-17
2024,11,CIN @ LAC,1.0,3.15,LEAN,home,WON,27-34
2024,11,HOU @ DAL,-7.5,3,LEAN,home,LOST,34-10
2024,12,PIT @ CLE,-3.5,3.63,LEAN,home,WON,19-24
2024,12,KC @ CAR,-11.0,3,LEAN,home,WON,30-27
2024,12,TEN @ HOU,8.0,7,LEAN,away,WON,32-27
2024,12,DET @ IND,-7.0,3,LEAN,home,LOST,24-6
2024,12,NE @ MIA,7.5,7,LEAN,away,LOST,15-34
2024,12,TB @ NYG,-6.5,3,LEAN,home,LOST,30-7
2024,12,DAL @ WAS,10.5,7,LEAN,away,WON,34-26
2024,12,DEN @ LV,-6.5,3,LEAN,home,LOST,29-19
2024,12,SF @ GB,6.5,7,LEAN,away,LOST,10-38
2024,12,PHI @ LA,-3.0,3.92,LEAN,home,LOST,37-20
2024,12,BAL @ LAC,-3.0,3,LEAN,home,LOST,30-23
2024,13,CHI @ DET,9.5,7,LEAN,away,WON,20-23
2024,13,NYG @ DAL,4.5,7,LEAN,away,LOST,20-27
2024,13,LV @ KC,13.5,7,LEAN,away,WON,17-19
2024,13,PIT @ CIN,3.0,6.55,LEAN,away,WON,44-38
2024,13,IND @ NE,-2.5,3.17,LEAN,home,WON,25-24
2024,13,TEN @ WAS,6.0,6.47,LEAN,away,LOST,19-42
2024,13,TB @ CAR,-6.5,3,LEAN,home,WON,26-23
2024,13,LA @ NO,-2.5,3,LEAN,home,LOST,21-14
2024,13,PHI @ BAL,3.0,6.46,LEAN,away,WON,24-19
2024,13,SF @ BUF,6.5,7,LEAN,away,LOST,10-35
2024,13,CLE @ DEN,6.5,6.27,LEAN,away,LOST,32-41
2024,14,NYJ @ MIA,6.5,7,LEAN,away,WON,26-32
2024,14,ATL @ MIN,6.0,6.04,LEAN,away,LOST,21-42
2024,14,NO @ NYG,-5.5,3,LEAN,home,WON,14-11
2024,14,CAR @ PHI,14.0,7,LEAN,away,WON,16-22
2024,14,CLE @ PIT,6.0,6.11,LEAN,away,LOST,14-27
2024,14,LV @ TB,7.0,7,LEAN,away,LOST,13-28
2024,14,BUF @ LA,-3.5,3.95,LEAN,home,WON,42-44
2024,14,LAC @ KC,5.0,7,LEAN,away,WON,17-19
2024,14,CIN @ DAL,-5.0,3,LEAN,home,LOST,27-20
2024,15,KC @ CLE,-4.5,3,LEAN,home,LOST,21-7
2024,15,NYJ @ JAX,-3.5,3.36,LEAN,home,LOST,32-25
2024,15,WAS @ NO,-7.5,3,LEAN,home,WON,20-19
2024,15,BAL @ NYG,-16.5,3,LEAN,home,LOST,35-14
2024,15,CIN @ TEN,-6.0,3,LEAN,home,LOST,37-27
2024,15,NE @ ARI,6.0,6.76,LEAN,away,LOST,17-30
2024,15,PIT @ PHI,5.5,6.7,LEAN,away,LOST,13-27
2024,15,GB @ SEA,-3.0,3.27,LEAN,home,LOST,30-13
2024,15,CHI @ MIN,7.0,6.14,LEAN,away,LOST,12-30
2024,15,ATL @ LV,-6.5,3,LEAN,home,WON,15-9
2024,16,DEN @ LAC,3.0,6.64,LEAN,away,LOST,27-34
2024,16,HOU @ KC,3.5,6.06,LEAN,away,LOST,19-27
2024,16,PIT @ BAL,7.0,7,LEAN,away,LOST,17-34
2024,16,NYG @ ATL,9.5,7,LEAN,away,LOST,7-34
2024,16,ARI @ CAR,-5.5,3,LEAN,home,WON,30-36
2024,16,DET @ CHI,-7.0,3,LEAN,home,LOST,34-17
2024,16,CLE @ CIN,10.0,7,LEAN,away,LOST,6-24
2024,16,TEN @ IND,4.0,6.31,LEAN,away,LOST,30-38
2024,16,LA @ NYJ,-3.0,3,LEAN,home,LOST,19-9
2024,16,PHI @ WAS,-4.0,3,LEAN,home,WON,33-36
2024,16,NE @ BUF,14.0,7,LEAN,away,WON,21-24
2024,16,SF @ MIA,-2.0,3.58,LEAN,home,WON,17-29
2024,16,TB @ DAL,-4.5,3,LEAN,home,WON,24-26
2024,16,NO @ GB,14.0,7,LEAN,away,LOST,0-34
2024,17,KC @ PIT,-3.0,3,LEAN,home,LOST,29-10
2024,17,BAL @ HOU,-5.5,3,LEAN,home,LOST,31-2
2024,17,SEA @ CHI,-3.5,3,LEAN,home,WON,6-3
2024,17,LAC @ NE,-6.0,3,LEAN,home,LOST,40-7
2024,17,DEN @ CIN,3.5,7,LEAN,away,LOST,24-30
2024,17,ARI @ LA,6.5,7,LEAN,away,WON,9-13
2024,17,NYJ @ BUF,10.0,7,LEAN,away,LOST,14-40
2024,17,LV @ NO,-2.0,3,LEAN,home,LOST,25-10
2024,17,IND @ NYG,-7.5,3,LEAN,home,WON,33-45
2024,17,CAR @ TB,9.5,7,LEAN,away,LOST,14-48
2024,17,MIA @ CLE,-3.0,3,LEAN,home,LOST,20-3
2024,17,GB @ MIN,-1.0,3.36,LEAN,home,WON,25-27
2024,17,DET @ SF,-4.0,3,LEAN,home,LOST,40-34
2024,18,CLE @ BAL,19.5,7,LEAN,away,LOST,10-35
2024,18,CIN @ PIT,-2.5,3,LEAN,home,WON,19-17
2024,18,CAR @ ATL,7.5,6.92,LEAN,away,WON,44-38
2024,18,WAS @ DAL,-7.0,3,LEAN,home,WON,23-19
2024,18,CHI @ GB,10.0,7,LEAN,away,WON,24-22
2024,18,NYG @ PHI,3.0,3,LEAN,home,WON,13-20
2024,18,NO @ TB,14.5,7,LEAN,away,WON,19-27
2024,18,HOU @ TEN,2.5,6.72,LEAN,away,WON,23-14
2024,18,SF @ ARI,4.5,7,LEAN,away,LOST,24-47
2024,18,KC @ DEN,10.5,7,LEAN,away,LOST,0-38
2024,18,SEA @ LA,-7.5,3,LEAN,home,WON,30-25
2024,18,LAC @ LV,-7.0,3,LEAN,home,LOST,34-20
2024,18,MIN @ DET,3.0,6.24,LEAN,away,LOST,9-31
2025,3,MIA @ BUF,12.5,7,LEAN,away,WON,21-31
2025,3,ATL @ CAR,-5.5,3.33,LEAN,home,WON,0-30
2025,3,GB @ CLE,-8.5,3,LEAN,home,WON,10-13
2025,3,HOU @ JAX,1.5,3,LEAN,home,WON,10-17
2025,3,CIN @ MIN,3.0,7,LEAN,away,LOST,10-48
2025,3,PIT @ NE,-1.5,3,LEAN,home,LOST,21-14
2025,3,LA @ PHI,3.5,7,LEAN,away,LOST,26-33
2025,3,NYJ @ TB,6.5,6.5,LEAN,away,WON,27-29
2025,3,IND @ TEN,-6.0,3.58,LEAN,home,LOST,41-20
2025,3,NO @ SEA,7.5,7,LEAN,away,LOST,13-44
2025,3,DAL @ CHI,-1.5,3.83,LEAN,home,WON,14-31
2025,3,KC @ NYG,-6.0,3,LEAN,home,LOST,22-9
2025,3,DET @ BAL,4.5,6.18,LEAN,away,WON,38-30
2025,4,SEA @ ARI,-1.5,3.02,LEAN,home,LOST,23-20
2025,4,MIN @ PIT,-2.5,3.42,LEAN,home,WON,21-24
2025,4,WAS @ ATL,2.5,6.13,LEAN,away,LOST,27-34
2025,4,NO @ BUF,15.5,7,LEAN,away,WON,19-31
2025,4,CLE @ DET,10.0,7,LEAN,away,LOST,10-34
2025,4,TEN @ HOU,7.5,6.78,LEAN,away,LOST,0-26
2025,4,CAR @ NE,5.5,7,LEAN,away,LOST,13-42
2025,4,LAC @ NYG,-6.0,3,LEAN,home,WON,18-21
2025,4,PHI @ TB,-3.5,3,LEAN,home,LOST,31-25
2025,4,IND @ LA,3.5,7,LEAN,away,LOST,20-27
2025,4,JAX @ SF,3.5,6.69,LEAN,away,WON,26-21
2025,4,BAL @ KC,-2.5,3,LEAN,home,WON,20-37
2025,4,GB @ DAL,-7.0,3,LEAN,home,WON,40-40
2025,4,NYJ @ MIA,2.5,6.65,LEAN,away,LOST,21-27
2025,4,CIN @ DEN,7.5,6.42,LEAN,away,LOST,3-28
2025,5,SF @ LA,8.5,7,LEAN,away,WON,26-23
2025,5,MIN @ CLE,-3.5,3,LEAN,home,LOST,21-17
2025,5,HOU @ BAL,-2.5,3.26,LEAN,home,LOST,44-10
2025,5,MIA @ CAR,-1.5,3,LEAN,home,WON,24-27
2025,5,LV @ IND,7.0,6.16,LEAN,away,LOST,6-40
2025,5,DEN @ PHI,3.5,7,LEAN,away,WON,21-17
2025,5,TB @ SEA,3.5,6.32,LEAN,away,WON,38-35
2025,5,DET @ CIN,-10.5,3,LEAN,home,LOST,37-24
2025,5,NE @ BUF,7.5,7,LEAN,away,WON,23-20
2025,5,KC @ JAX,-3.5,3,LEAN,home,WON,28-31
2025,6,PHI @ NYG,-7.0,3,LEAN,home,WON,17-34
2025,6,DEN @ NYJ,-7.5,3,LEAN,home,WON,13-11
2025,6,LA @ BAL,-7.0,3,LEAN,home,LOST,17-3
2025,6,DAL @ CAR,-3.0,3,LEAN,home,WON,27-30
2025,6,ARI @ IND,8.5,7,LEAN,away,WON,27-31
2025,6,SEA @ JAX,-1.5,3.02,LEAN,home,LOST,20-12
2025,6,LAC @ MIA,-3.5,3.39,LEAN,home,WON,29-27
2025,6,NE @ NO,-3.5,3,LEAN,home,LOST,25-19
2025,6,CLE @ PIT,5.5,7,LEAN,away,LOST,9-23
2025,6,CIN @ GB,14.0,7,LEAN,away,WON,18-27
2025,6,SF @ TB,3.5,6.25,LEAN,away,LOST,19-30
2025,6,DET @ KC,2.5,6.28,LEAN,away,LOST,17-30
2025,6,BUF @ ATL,-3.5,3,LEAN,home,WON,14-24
2025,6,CHI @ WAS,5.5,6.79,LEAN,away,WON,25-24
2025,7,PIT @ CIN,-5.5,3,LEAN,home,WON,31-33
2025,7,LA @ JAX,-3.0,3,LEAN,home,LOST,35-7
2025,7,NO @ CHI,4.5,6.21,LEAN,away,LOST,14-26
2025,7,LV @ KC,13.5,7,LEAN,away,LOST,0-31
2025,7,PHI @ MIN,-2.5,3,LEAN,home,LOST,28-22
2025,7,NE @ TEN,-6.5,3,LEAN,home,LOST,31-13
2025,7,NYG @ DEN,7.5,6.12,LEAN,away,WON,32-33
2025,7,IND @ LAC,2.5,7,LEAN,away,WON,38-24
2025,7,GB @ ARI,-7.0,3,LEAN,home,WON,27-23
2025,7,TB @ DET,6.0,7,LEAN,away,LOST,9-24
2025,7,HOU @ SEA,3.0,7,LEAN,away,LOST,19-27
2025,8,MIA @ ATL,7.0,6.17,LEAN,away,WON,34-10
2025,8,CHI @ BAL,2.5,7,LEAN,away,LOST,16-30
2025,8,BUF @ CAR,-7.0,3,LEAN,home,LOST,40-9
2025,8,NYJ @ CIN,5.5,7,LEAN,away,WON,39-38
2025,8,CLE @ NE,7.0,7,LEAN,away,LOST,13-32
2025,8,NYG @ PHI,7.0,7,LEAN,away,LOST,20-38
2025,8,TB @ NO,-4.5,3,LEAN,home,LOST,23-3
2025,8,TEN @ IND,15.5,7,LEAN,away,LOST,14-38
2025,8,GB @ PIT,-3.0,3,LEAN,home,LOST,35-25
2025,8,WAS @ KC,10.5,7,LEAN,away,LOST,7-28
2025,9,BAL @ MIA,-7.5,3,LEAN,home,LOST,28-6
2025,9,MIN @ DET,9.5,7,LEAN,away,WON,27-24
2025,9,CAR @ GB,12.5,7,LEAN,away,WON,16-13
2025,9,ATL @ NE,5.5,6.53,LEAN,away,WON,23-24
2025,9,SF @ NYG,-2.5,3.18,LEAN,home,LOST,34-24
2025,9,LAC @ TEN,-10.0,3,LEAN,home,WON,27-20
2025,9,NO @ LA,14.0,7,LEAN,away,LOST,10-34
2025,9,JAX @ LV,-2.5,3.98,LEAN,home,WON,30-29
2025,9,KC @ BUF,-2.5,3.51,LEAN,home,WON,21-28
2025,9,SEA @ WAS,-2.5,3.61,LEAN,home,LOST,38-14
2025,9,ARI @ DAL,3.5,6.7,LEAN,away,WON,27-17
2025,10,LV @ DEN,9.5,7,LEAN,away,WON,7-10
2025,10,ATL @ IND,6.5,6.43,LEAN,away,WON,25-31
2025,10,NO @ CAR,5.5,7,LEAN,away,WON,17-7
2025,10,JAX @ HOU,-1.5,3,LEAN,home,WON,29-36
2025,10,BUF @ MIA,-8.5,3,LEAN,home,WON,13-30
2025,10,BAL @ MIN,-4.5,3,LEAN,home,LOST,27-19
2025,10,CLE @ NYJ,-1.5,3.53,LEAN,home,WON,20-27
2025,10,ARI @ SEA,7.0,7,LEAN,away,LOST,22-44
2025,10,LA @ SF,-5.5,3,LEAN,home,LOST,42-26
2025,10,DET @ WAS,-8.5,3,LEAN,home,LOST,44-22
2025,11,NYJ @ NE,12.5,7,LEAN,away,LOST,14-27
2025,11,TB @ BUF,6.0,7,LEAN,away,LOST,32-44
2025,11,LAC @ JAX,-3.0,3.01,LEAN,home,WON,6-35
2025,11,CHI @ MIN,3.0,7,LEAN,away,WON,19-17
2025,11,GB @ NYG,-7.5,3,LEAN,home,WON,27-20
2025,11,CIN @ PIT,5.5,6.06,LEAN,away,LOST,12-34
2025,11,SF @ ARI,-3.5,3,LEAN,home,LOST,41-22
2025,11,BAL @ CLE,-7.5,3,LEAN,home,WON,23-16
2025,11,KC @ DEN,-3.5,3,LEAN,home,WON,19-22
2025,11,DET @ PHI,2.5,6.5,LEAN,away,LOST,9-16
2025,11,DAL @ LV,-3.5,3,LEAN,home,LOST,33-16
2025,12,BUF @ HOU,-5.5,3,LEAN,home,WON,19-23
2025,12,NYJ @ BAL,14.0,7,LEAN,away,WON,10-23
2025,12,NE @ CIN,-7.5,3,LEAN,home,WON,26-20
2025,12,NYG @ DET,14.0,7,LEAN,away,WON,27-34
2025,12,MIN @ GB,6.5,6.44,LEAN,away,LOST,6-23
2025,12,IND @ KC,3.5,6.4,LEAN,away,WON,20-23
2025,12,SEA @ TEN,-12.5,3,LEAN,home,WON,30-24
2025,12,JAX @ ARI,-2.5,3.08,LEAN,home,LOST,27-24
2025,12,CLE @ LV,3.0,6.72,LEAN,away,WON,24-10
2025,12,PHI @ DAL,-3.0,3.05,LEAN,home,WON,21-24
2025,12,TB @ LA,7.0,7,LEAN,away,LOST,7-34
2025,12,CAR @ SF,7.5,7,LEAN,away,LOST,9-20
2025,13,KC @ DAL,-3.5,3.73,LEAN,home,WON,28-31
2025,13,CIN @ BAL,7.0,6.33,LEAN,away,WON,32-14
2025,13,CHI @ PHI,7.0,7,LEAN,away,WON,24-15
2025,13,LA @ CAR,-10.0,3,LEAN,home,WON,28-31
2025,13,SF @ CLE,-5.5,3,LEAN,home,LOST,26-8
2025,13,NO @ MIA,5.5,7,LEAN,away,WON,17-21
2025,13,ATL @ NYJ,-3.0,3.49,LEAN,home,WON,24-27
2025,13,ARI @ TB,4.5,6.95,LEAN,away,WON,17-20
2025,13,JAX @ TEN,-6.0,3,LEAN,home,LOST,25-3
2025,13,MIN @ SEA,12.5,7,LEAN,away,LOST,0-26
2025,13,LV @ LAC,10.0,7,LEAN,away,LOST,14-31
2025,13,BUF @ PIT,-3.0,3,LEAN,home,LOST,26-7
2025,13,DEN @ WAS,-6.5,3,LEAN,home,WON,27-26
2025,13,NYG @ NE,7.0,6.51,LEAN,away,LOST,15-33
2025,14,SEA @ ATL,-7.0,3,LEAN,home,LOST,37-9
2025,14,PIT @ BAL,5.5,7,LEAN,away,WON,27-22
2025,14,IND @ JAX,-2.5,3.32,LEAN,home,WON,19-36
2025,14,WAS @ MIN,-1.5,3.16,LEAN,home,WON,0-31
2025,14,MIA @ NYJ,-2.5,3.16,LEAN,home,LOST,34-10
2025,14,NO @ TB,7.5,7,LEAN,away,WON,24-20
2025,14,DEN @ LV,-8.5,3,LEAN,home,WON,24-17
2025,14,LA @ ARI,-9.5,3,LEAN,home,LOST,45-17
2025,14,CHI @ GB,6.5,7,LEAN,away,LOST,21-28
2025,14,HOU @ KC,4.5,6.82,LEAN,away,WON,20-10
2025,14,PHI @ LAC,-1.5,3,LEAN,home,WON,19-22
2025,15,ATL @ TB,6.0,7,LEAN,away,WON,29-28
2025,15,CLE @ CHI,7.5,7,LEAN,away,LOST,3-31
2025,15,BAL @ CIN,-2.5,3.88,LEAN,home,LOST,24-0
2025,15,ARI @ HOU,10.5,7,LEAN,away,LOST,20-40
2025,15,NYJ @ JAX,13.5,7,LEAN,away,LOST,20-48
2025,15,LAC @ KC,5.5,7,LEAN,away,WON,16-13
2025,15,BUF @ NE,-2.5,3,LEAN,home,LOST,35-31
2025,15,LV @ PHI,12.5,7,LEAN,away,LOST,0-31
2025,15,GB @ DEN,-1.5,3,LEAN,home,WON,26-34
2025,15,DET @ LA,5.5,6.98,LEAN,away,LOST,34-41
2025,15,CAR @ NO,-2.5,3,LEAN,home,WON,17-20
2025,15,IND @ SEA,13.5,7,LEAN,away,WON,16-18
2025,15,TEN @ SF,12.5,7,LEAN,away,LOST,24-37
2025,15,MIN @ DAL,5.5,7,LEAN,away,WON,34-26
2025,15,MIA @ PIT,3.0,6.02,LEAN,away,LOST,15-28
2025,16,PHI @ WAS,-7.0,3,LEAN,home,LOST,29-18
2025,16,TB @ CAR,-3.0,3,LEAN,home,WON,20-23
2025,16,BUF @ CLE,-10.5,3,LEAN,home,WON,23-20
2025,16,LAC @ DAL,1.5,6.34,LEAN,away,WON,34-17
2025,16,CIN @ MIA,-3.5,3,LEAN,home,LOST,45-21
2025,16,NYJ @ NO,6.5,6.83,LEAN,away,LOST,6-29
2025,16,MIN @ NYG,-2.5,3,LEAN,home,LOST,16-13
2025,16,ATL @ ARI,-2.5,3,LEAN,home,LOST,26-19
2025,16,PIT @ DET,7.5,7,LEAN,away,WON,29-24
2025,16,LV @ HOU,14.5,7,LEAN,away,WON,21-23
2025,16,NE @ BAL,3.5,7,LEAN,away,WON,28-24
2025,16,SF @ IND,-4.5,3,LEAN,home,LOST,48-27
2025,17,DAL @ WAS,-8.5,3,LEAN,home,WON,30-23
2025,17,DET @ MIN,-7.0,3,LEAN,home,WON,10-23
2025,17,DEN @ KC,-13.5,3,LEAN,home,WON,20-13
2025,17,SEA @ CAR,-6.5,3,LEAN,home,LOST,27-10
2025,17,ARI @ CIN,7.0,7,LEAN,away,LOST,14-37
2025,17,PIT @ CLE,-4.5,3,LEAN,home,WON,6-13
2025,17,JAX @ IND,-3.5,3,LEAN,home,LOST,23-17
2025,17,TB @ MIA,-5.5,3,LEAN,home,WON,17-20
2025,17,NE @ NYJ,-12.5,3,LEAN,home,LOST,42-10
2025,17,NYG @ LV,-3.0,3,LEAN,home,LOST,34-10
2025,17,PHI @ BUF,3.0,6.26,LEAN,away,WON,13-12
2025,17,CHI @ SF,3.5,6.69,LEAN,away,LOST,38-42
2025,17,LA @ ATL,-7.5,3,LEAN,home,WON,24-27
2025,18,SEA @ SF,-2.5,3.53,LEAN,home,LOST,13-3
2025,18,NO @ ATL,4.5,6.96,LEAN,away,WON,17-19
2025,18,CLE @ CIN,9.5,7,LEAN,away,WON,20-18
2025,18,IND @ HOU,9.5,7,LEAN,away,WON,30-38
2025,18,TEN @ JAX,12.5,7,LEAN,away,LOST,7-41
2025,18,GB @ MIN,12.5,7,LEAN,away,LOST,3-16
2025,18,DAL @ NYG,-3.0,3,LEAN,home,WON,17-34
2025,18,NYJ @ BUF,12.5,7,LEAN,away,LOST,8-35
2025,18,DET @ CHI,3.5,6.25,LEAN,away,WON,19-16
2025,18,LAC @ DEN,14.5,7,LEAN,away,LOST,3-19
2025,18,ARI @ LA,14.5,7,LEAN,away,LOST,20-37
2025,18,MIA @ NE,14.0,7,LEAN,away,LOST,10-38
2025,18,WAS @ PHI,3.0,3.45,LEAN,home,LOST,24-17
2025,18,BAL @ PIT,-4.5,3,LEAN,home,WON,24-26
